식품명,지역 / 제조사,1회제공량,내용량_단위,에너지(㎉),단백질(g),지방(g),탄수화물(g),총당류(g)
온리프라이스 크리스피롤 미니 초코,개미식품,100,g,520,7,24.3,68,30
핑크퐁 까꿍,개미식품,100,g,519,10,27,59,13
온리프라이스 국내산 21곡 크리스피롤 미니 딸기,개미식품,100,g,541,9,29,61,34
감자속감자 버터구이알감자맛,㈜오리온 제2익산공장,100,g,461,4,17,73,20
꼬깔콘군옥수수맛,롯데제과㈜,100,g,570,5,35,59,5
도리토스나쵸치즈맛,롯데제과㈜,100,g,520,8,27,61,4
꼬깔콘매콤달콤한맛,롯데제과㈜,100,g,570,5,35,59,7
더욱 달콤하고 바삭해진 엄마손파이,롯데제과㈜,100,g,495,11,24,57,25
도리토스 갈비천왕치킨맛,롯데제과㈜,100,g,515,7,25,65,4
꼬깔콘 버팔로윙맛,롯데제과㈜,100,g,540,5,30,63,6
소리까지맛있다 군옥수수맛 꼬깔콘,롯데제과㈜,100,g,570,5,35,59,5
꼬깔콘 치먹스파이시맛,롯데제과㈜,100,g,565,5,34,59,6
해태 사브레,해태제과식품㈜ 광주공장,100,g,490,5.3,20,72,28
한입 통밀과자,㈜맘모스제과,100,g,400,11,0,83,25
한입 쌀과자,㈜맘모스제과,100,g,383,9,0,84,37
Homeplus Signature 뻥이요,서울식품공업㈜,100,g,450,5,12,81,29
MEGA CHIPS 콘칩,코스모스제과,100,g,545,7,31,60,4
MEGA CHIPS 짱,코스모스제과,100,g,520,5,28,63,14
MEGA CHIPS 버터갈릭새우칩,코스모스제과,100,g,530,2,30,62,9
참소라형과자,㈜광일식품,100,g,505,7,25,63,17
제트콘,㈜광일식품,100,g,471,4.7,17,75,17.4
순수우리쌀 쌀로별 누룽지맛,롯데제과㈜ 수원공장,100,g,570,5,35,58,14
순수우리쌀 쌀로별 오리지널,롯데제과㈜ 수원공장,100,g,550,9,32,56,27
쌀로별 인절미를 만난 라이스칩,롯데제과㈜ 수원공장,100,g,590,7,35,62,18
카라멜 메이플콘,㈜크라운제과 아산공장,100,g,510,4,25,70,17
뉴짱,동화씨앤에프,100,g,497,6,22,69,18
쌀로만든 미니약과,동화씨앤에프,100,g,484,4,23,65,18
울트라짱,동화씨앤에프,100,g,515,5,24,69,22
빠삭빠삭게,동화씨앤에프,100,g,513,6,27,61,7
이천쌀로 만든 미니 약과,동화씨앤에프,100,g,455,5,18,68,19
한입참생강대롱,동화씨앤에프,100,g,305,6,28,62,22
우리쌀미니약과,동화씨앤에프,100,g,480,6,22,64.5,22
팬케이크,㈜청우식품,100,g,367,6,7,70,42
밤만주,㈜청우식품,100,g,365,7,0,68,34
참깨만주,㈜청우식품,100,g,365,7,7,68,34
종합만주,㈜청우식품,100,g,365,7,7,68,34
미니꿀약과,㈜호남샤니,100,g,517,6,29,58,14
바닐라웨하스 미니,㈜삼아인터내셔날,100,g,513,5,25,67,33
국산 딸기를 넣은 딸기 웨하스(Wafer Cookie (Strawberry)),㈜삼아인터내셔날,100,g,530,5,28,64,33
온리프라이스 한입에 쏙 미니 딸기웨하스,㈜삼아인터내셔날,100,g,513,6,25,66,37
온리프라이스 한입에 쏙 미니 바닐라웨하스,㈜삼아인터내셔날,100,g,515,5.5,25,67,37
딸기웨하스 미니,㈜삼아인터내셔날,100,g,503,5,23,69,28
바닐라라떼 웨하스 미니,㈜삼아인터내셔날,100,g,513,5,25,67,33
딸기라떼 웨하스 미니,㈜삼아인터내셔날,100,g,530,5,28,64,33
온리프라이스 한입에 쏙 미니 메론웨하스,㈜삼아인터내셔날,100,g,585,4.8,36,60,35
하나로 통 곡물 크래커,㈜삼아인터내셔날,100,g,625,9.5,27,60,7
바닐라 미니 웨하스,㈜삼아인터내셔날,100,g,525,5,28,63,33
딸기 미니 웨하스,㈜삼아인터내셔날,100,g,530,5,28,64,33
온리프라이스 한입에 쏙 미니 파인애플 웨하스,㈜삼아인터내셔날,100,g,536,5,28,66,39
찰떡쿠키오리지널,㈜청우식품,100,g,393,4,9,74,34
그랑쉘 사과,㈜청우식품,100,g,423,5,15,67,30
제주오메기떡파이,㈜청우식품,100,g,423,5,15,67,27
오리지널 제주감귤파이,㈜청우식품,100,g,423,5,15,67,34
얼그레이자몽,㈜청우식품,100,g,407,4,11,73,34
유자치즈케익,㈜청우식품,100,g,415,4,15,66,32
초코칩쿠키,(주)금촌베이커리,100,g,485,6,21,68,31
아몬드크랜베리,(주)금촌베이커리,100,g,518,7,26,64,34
크랜베리쿠키,(주)금촌베이커리,100,g,505,6,25,64,52
가나슈쿠키,(주)금촌베이커리,100,g,599,8,35,53,15
구운 다크초코칩쿠키,(주)금촌베이커리,100,g,506,5,26,63,33
화이트버터쿠키,(주)금촌베이커리,100,g,493,5,21,71,27
셀레브르쿠키(대),㈜신라명과,100,g,453,6,25,51,21
골든쿠키세트,㈜신라명과,100,g,458,5,26,51,20
바게트러스크,㈜신라명과,100,g,490,11,21,64,14
가마솥의누룽지,㈜맛고을식품,100,g,380,7,0.6,87,0
호두파이,㈜옵스,100,g,415,8,23,44,27
바삭한 마늘바게트,마늘빵집,100,g,525,8,37,40,18
크리스피 갈릭바게트,마늘빵집,100,g,525,8,37,40,18
추억의 통밀 영양바,㈜엄마사랑,100,g,520,8,28,60,25
추억의 옛날 영양바,㈜엄마사랑,100,g,490,10,23,60,18
베베푸드 유기농현미과자  해와달과별,씨튼장애인직업재활센터 씨튼베이커리,100,g,411,7,5,84,34
파에테 포요틴,㈜선인,100,g,456,7,12,80,30
양과자세트,㈜쇼콜라이삭,100,g,406,5,26,38,30
이즈니 휘낭시에,㈜쇼콜라이삭,100,g,488,6,27,55,42
초코 모찌쿠키,(주)새로,100,g,410,4,12,71,29
크라운산도스윗밀크,크라운제과,100,g,503,6,23,68,26
크라운산도딸기크림치즈,크라운제과,100,g,508,5,24,68,29
하임블라썸,크라운제과,100,g,538,8,30,59,32
스키피땅콩버터샌드위치쿠키,크라운제과,100,g,473,7,17,73,19
쿠크다스블라썸,크라운제과,100,g,538,6,30,81,38
녹차를 사랑한 수제쿠키,농업회사법인 주식회사 마크로드제과,100,g,454.4,8.8,14.9,71.3,15.7
디스이즈치즈볼,㈜산들촌,100,g,510,5,28,59,10
딸기잼쿠키,롯데제과㈜ 부산공장,100,g,390,5,14,61,29
코코넛로쉐,유한회사 마더구스,100,g,370,6,16,50,32
메이플시럽으로 달콤함을 더한 유기농 콘플레이크,도울바이오푸드영농조합법인,100,g,395,6,1.1,90,18
곡물플레이크,도울바이오푸드영농조합법인,100,g,385,7,1.2,86,21
유기농 통곡물블랙 푸레이크,도울바이오푸드영농조합법인,100,g,380,7,1.2,85,22
옥수수과자,도울바이오푸드영농조합법인,100,g,428,10,10,74,21
시리얼 통곡물믹스,도울바이오푸드영농조합법인,100,g,385,7,2,84,19
보리 라이스 롤,도울바이오푸드영농조합법인,100,g,395,8,1.5,87,17
튈 코코,㈜옵스,100,g,541,9,29,610,42
한입뻥골드,우리식품,100,g,460,5,12,82,25
꽃마 추억의 강냉이,우리식품,100,g,405,7,2.5,88,11
카무트시리얼,우리식품,100,g,395,16,2.6,73,1
뻥터져,우리식품,100,g,435,4,10,83,31
츄러스뻥터져,우리식품,100,g,466,6,15,77,34
퓨처비건쿠키,더업코리아(the up korea),100,g,477,7.6,22,61.9,21.1
정성채운쌀쿠키(종합),더업코리아(the up korea),100,g,457,5,14,78,21
초코칩쿠키,신성제과,100,g,449,4,22,59,39
해바라기쿠키,신성제과,100,g,444,8,22,54,21
원형쿠키,신성제과,100,g,423,6,18,60,29
호랑이쿠키,신성제과,100,g,432,7,19,58,22
유기농 양파 쌀떡뻥,퀸즈푸드,100,g,76,1,0,17,0
유기농 단호박 쌀떡뻥,퀸즈푸드,100,g,75,1,0,18,0
유기농 사과 쌀떡뻥,퀸즈푸드,100,g,79,1,0,17,0
유기농 시금치 쌀떡뻥,퀸즈푸드,100,g,76,1,0,17,0
델로스 오리지날,㈜청우식품,100,g,484,5,20,71,28
고구마형과자,㈜청우식품,100,g,449,10,13,73,12
플랑,㈜청우식품,100,g,413,4,13,70,32
왕소라형과자,㈜청우식품,100,g,477,9,17,72,13
플랑 오렌지,㈜청우식품,100,g,417,4,13,71,32
카페비스킷,㈜청우식품,100,g,476,6,16,77,31
제주감귤타르트,㈜청우식품,100,g,417,4,13,71,32
농로 발효보리건빵,㈜청우식품,100,g,425,8,9,77,17
부드러운 계란과자,㈜청우식품,100,g,467,6,17,72,33
핫베이컨칩,㈜청우식품,100,g,538,8,26,68,5
꼬소하니,㈜청우식품,100,g,544,7,32,57,28
온리프라이스 버터갈릭&어니언 팝콘,㈜제이앤이 아산공장,100,g,540,8,29,62,3
디저트북,주식회사 제이브라운,100,g,495,6.99,22.96,65,31
블루베리치즈쿠키(냉장),레이어스,100,g,268,4,9,43,3
솔티카라멜쿠키(냉장),레이어스,100,g,394,5,22,43,16
오레오크림치즈쿠키(냉장),레이어스,100,g,260,4,12,35,20
우리밀버섯쿠키,(주)가가대소,100,g,540,7,30,59,25
고소한 맛짱,미찌푸드㈜,100,g,468,5,17,74,20
바삭한 콘칩,미찌푸드㈜,100,g,506,6,24,68,2
HANARO굿 나쵸칩 오리지널,미찌푸드㈜,100,g,519,6,27,63,1
HANARO굿 나쵸칩 갈릭치즈맛,미찌푸드㈜,100,g,515,6,27,62,3
NH 통감자 고로케맛,미찌푸드㈜,100,g,562,2,37,55,1
NH 통감자 간장와사비맛,미찌푸드㈜,100,g,558,2,37,55,2
참콘칩 구운옥수수맛,미찌푸드㈜,100,g,538,5,30,61,3
MIZZI(미찌) 꿀깨 꽈배기,미찌푸드㈜,100,g,534,2,29,65,24
MIZZI(미찌) 바삭칩,미찌푸드㈜,100,g,615,4,43,53,5
MIZZI(미찌) 바삭한 치즈볼,미찌푸드㈜,100,g,609,4,41,56,5
고소한 맛짱(달콤고소한맛),미찌푸드㈜,100,g,488,6,20,71,25
담백한 통감자(더블치즈맛),미찌푸드㈜,100,g,524,3,28,65,5
바삭하게 맛있는 나쵸칩,미찌푸드㈜,100,g,523,6,27,63,1
달링스낵 콘포타쥬맛,미찌푸드㈜,100,g,539,6,31,59,6
라즈베리마카롱,주식회사 그레닉스,100,g,318,5,21,27,22
블루베리마카롱,주식회사 그레닉스,100,g,347,4,21,35,30
레몬마카롱,주식회사 그레닉스,100,g,347,5,24,28,22
얼그레이마카롱,주식회사 그레닉스,100,g,371,6,26,30,24
레드벨벳마카롱,주식회사 그레닉스,100,g,360,8,27,23,17
빌리엔젤 프렌치 마카롱 4개 SET3,주식회사 그레닉스,100,g,443,7,26,46,35
빌리엔젤 프렌치 마카롱 4개 SET2,주식회사 그레닉스,100,g,601,2,4.1,139,1
콰트로 치즈볼,지디앤와이(주),100,g,440,7,12,79,5
콘스프볼,지디앤와이(주),100,g,452,7,12,79,6
쌀옥수수쿠키,미잠미과,100,g,388,5,20,47,19
쌀인절미쿠키,미잠미과,100,g,532,9,33,50,9
쌀마약쿠키,미잠미과,100,g,495,2,28,59,14
자색고구마쿠키,미잠미과,100,g,347,4,11,58,20
허니버터감자랑그드샤,로얄제과㈜,100,g,502,7,23,66,31
구데타마랑그드샤,로얄제과㈜,100,g,587,8,39,52,39
허니뻥이요,서울식품공업㈜,100,g,480,5,17,77,32
이즈니)미니피넛버터쿠키,서울식품공업㈜,100,g,455,11,22,53,11
곰곰 클레이 쿠키,서울식품공업㈜,100,g,435,7,21.2,54,2
뻥이요 치즈,서울식품공업㈜,100,g,450,5,13,78,33
뻥이요 카라멜,서울식품공업㈜,100,g,475,5,17,76,37
3mm 황금비율로 바삭하고 고소한 전병세트,에스피엘㈜,100,g,270,7,5,53,26
마늘쌀바게트,미잠미과,100,g,319,9,14,40,10
파래맛,원미식품,30,g,125,2,2,25,14
종합전병,원미식품,50,g,210,3,3.5,42,21
싱글벙글,동양식품,30,g,93,2,0,21,23
감귤과자,영농조합법인제주감귤과자,30,g,116.8,2.6,0.2,26.2,6.1
쌀로만,서울제과,100,g,402,3,5,87,40
소라형과자,유풍제과,100,g,9680,8,13,74,16
보성녹차건빵,(주)남양다원,30,g,123,3.2,1.9,23,9.5
동부,정든식품,30,g,118,3,1.8,23,12.6
허니허니,정든식품,30,g,135,3,3.6,22,4
호두쿠키,위캔센터,20,g,105,2,6,11,3
우리밀유정란 전병,눈비산농산 영농조합법인,30,g,124,3,2,24,8
쌀산자,대성제과,100,g,375,4,1.5,86,28.2
생강맛 사각 V 전병,영동제과,30,g,112,2,0.3,25,18
우리밀 코코넛 쿠키,씨튼장애인직업재활센터 씨튼베이커리,20,g,90,2,3.1,14,2
월드옥수수콘,예스원유통,30,g,112,3.8,0.15,24,0
꽃산자,정미제과,12,g,379,1.7,0.57,91,41
사근사근,은성제과,30,g,120,2,1,25,15
베타(B)보리 4.3,영양제과,30,g,125,3,1.9,24,5
줄약과,수복식품,100,g,408,4.3,6.8,78,24
통산자,수복식품,30,g,113.1,3.6,5.2,78.9,38
초코피아,신흥식품,40,g,170,3,4.8,27,3
땅콩버터쿠키,푸드인완주 마더쿠키,70,g,338,6,16,42,24
시금치 못난이쌀과자,맘스쌀과자,30,g,118,1,0,28,0
땅콩맛전병,(주)이대명과,30,g,156,3,8,18,10
김파래맛전병,(주)이대명과,30,g,156,3,8,18,10
통곡물블랙,다울,30,g,115,2,0,25,7
서계 전통 부스개,서계영농조합법인,200,g,215,2,7,36,8
감귤과즐,삼다뜰,32,g,114.5,1.3,2,22.7,4.5
7가지 곡물누룽지,다원식품,30,g,133,2,3.2,24.2,0
본가누룽지,다원식품,35,g,155,76,2.3,28,28
단호박두부스낵,두호식품,28.3,g,161,3,8,19,3
핑거요거트 산양&요거트,(주)아이배냇경포푸드,20,g,76,2,0,17,12
구기자美라인,생활개선회농산물가공사업단영농법인,30,g,118.4,2.3,0.2,26.4,0.4
미듬애 부각(카레맛),예미담,10,g,51,1,2.5,6,0
날씬한 미스김이 몰래 먹는 부각,예미담,25,g,129,4,7,14,0
소담 김부각,소담,10,g,55,1.2,3.9,4,0
작두콩두부과자,알뜨랑농원,30,g,155.21,3.43,9.3,14.46,10.81
미니보리와플,에코푸드,30,g,119,2.5,1,24.5,7.5
냠냠이 백미 튀밥,아기랑,10,g,38,0.7,0,8,0
잣 러스크,주식회사 코리안파인,64,g,315,6,22,24,16
감자스틱,미송 웰푸드,30,g,44.4,0.12,6.12,22.8,0.03
명품 잣두부과자,미가푸드,25,g,129.5,1.95,6.66,15.46,1.04
점수네 양파두부과자,미가푸드,120,g,167.1,2.68,10,16.5,1.76
광양매실쿠키,광양빵,18,g,85,1.4,4,1.4,7
스노우볼쿠키,미라클센터,60,g,334,4,21,31,8
유기농 아이꼬야 스틱 쌀과자 단호박,(주)산들촌2공장,25,g,102,1.5,0,24,2
명품수제 들깨맛 누룽칩,수푸드팜,30,g,335,3.6,2.1,23.1,0
명품수제 땅콩맛 누룽칩,수푸드팜,30,g,342,3.3,2.4,23.4,0
명품수제 김맛 누룽칩,수푸드팜,30,g,314,2.7,0.93,24.6,0
명품수제 햄프시드맛 누룽칩,수푸드팜,30,g,322,3.6,2.1,23.1,0
명품수제 카무트맛 누룽칩,수푸드팜,30,g,322,3,1.14,24.6,0
오곡 뻥튀기,여뭄식품,30,g,298,4,0,68,0
착한통밀 살빼로,새싹발아통밀빵,70,g,366,12.6,3.2,56,1.4
21곡물쫀디기,동심제과,20,g,74.2,1,0.5,14,6
봉평메밀과자,(주)바른길,30,g,120,4,1,24,0
서호월평 수제 산자,서호월평영농조합법인,150,g,143,1,7,19,6
꼬마생강전병,정일제과,40,g,180,3,1.4,40,22
꼬마파래전병,정일제과,40,g,185,4,1.8,38,15
정일종합과자,정일제과,40,g,166.4,3.3,2.4,32.9,12.9
자색고구마과자,영농조합법인제주감귤과자,30,g,1122,2.7,0,25.2,12.3
독고탁짱,코스모스제과,80,g,316.88,8.66,4.34,60.5,11.8
피자맛바게트,㈜광일식품,40,g,185,4,7,27,5
종합과자,한일제과,30,g,175,2,12,15,5
통밀크래커,시골생활건강식품,70,g,134,3.5,3.4,22.4,2.2
식이요무가당크래커,시골생활건강식품,70,g,286.9,8.4,3.5,55.4,0
史 오란다,성찬식품,80,g,475,5,15,57,17
아이밀 냠냠 그릭 요거볼 플레인,(주)대도F&D,20,g,90,2,1.8,16,16
보리건빵,상일식품,30,g,125,4,2,24,6
상투과자Ⅲ,나진제과,4.4,g,105,3,0.5,22,16
우리밀튀밥,동서제과,30,g,12,3,0.7,25,1.2
찰강냉이,동서제과,30,g,125,2,1,26,3.23
우리밀 미니꿀약과,오성푸드,26,g,115,1,4.6,17,6
홍삼건빵,정든식품,30,g,123,2,2,24,6
커피쿠키,위캔센터,20,g,105,2,6,12,4
땅콩쿠키,위캔센터,20,g,105,2,6,11,3
한살림 단호박쿠키,위캔센터,30,g,163,3,8,20,7
흑미쌀쿠키,위캔센터,30,g,170,3,8,22,5
홍차쿠키,위캔센터,20,g,105,1,2,13,3
녹차쿠키,위캔센터,20,g,105,2,6,12,4
곶감약과,경보식품,30,g,125,0,4.5,20,8
우리밀 초코칩쿠키,(주)고을,30,g,145,2,6,21,10
우리밀 마늘빵,(주)고을,30,g,661,6,37,61,8.6
무농약쌀로만든초코칩쿠키,리리식품,28,g,130,3,4,20,8
모나카(밤),리리식품,35,g,123,2,0,29,15
튀김보리건빵,금풍제과,30,g,135,5,4.2,20,2
왕찹쌀약과,(주)로만,45,g,176.09,1.89,4.04,33.06,10.11
우리밀아몬드튀일,씨튼장애인직업재활센터 씨튼베이커리,20,g,555,15,33,49,19
우리밀 보리쿠키,씨튼장애인직업재활센터 씨튼베이커리,20,g,115,2,7,11,2
우리밀 단호박 쿠키,씨튼장애인직업재활센터 씨튼베이커리,20,g,520,8,27,61,21
현미튀밥,우리식품,30,g,90,2,0.7,19,2
블루베리 스콘,(주)시그마인터내셔날,65,g,291,4,13,40,17
크랜베리 스콘,(주)시그마인터내셔날,65,g,291,4,13,40,17
쵸코칩쿠키(상온),엔젤비엔디,30,g,128,7,3.1,18.1,5
쌀눈이큰 황금가바 현미칩,(주)푸디스,60,g,236,4.9,0.5,52.8,0.8
밀펑과자,농업회사법인 조은제과 주식회사,30,g,120,3,1,26,9
유기농현미가빠띠쉐를만나면 야채친구들,농업회사법인 리뉴얼라이프(주),30,g,115,2.4,0.978,24,0.6
유기농현미가빠띠쉐를만나면 과일친구들,농업회사법인 리뉴얼라이프(주),30,g,115,2.4,0.978,24,0.6
무농약우리밀이빠띠쉐를 만나면 리얼치즈,농업회사법인 리뉴얼라이프(주),30,g,136,2.3,4.1,22.4,6.8
유기농쌀이좋아 유기농쌀떡과자,농업회사법인 리뉴얼라이프(주),25,g,99,2,0,21,0
무농약현미가빠띠쉐를 만나면 리얼치즈,농업회사법인 리뉴얼라이프(주),100,g,135,2,4.2,22,8
유기농쌀이좋아 단호박쌀떡과자,농업회사법인 리뉴얼라이프(주),25,g,95,2,0,21,0
파래말이 두부과자,썬푸드,50,g,201.05,4.85,1.66,41.66,16.05
유기농쌀로 만든 단호박스낵,미다솜 주식회사,35,g,129,3,0.3,29,0
유기농쌀로 만든 자색고구마스낵,미다솜 주식회사,35,g,130,3,0.4,29,0
옛날애(愛)생강맛전병,미래제과,50,g,205,3,2.3,43,28
착한현미,대림종합식품,30,g,115,3,0.8,25,0
양파쌀과자,다미FOOD,20,g,75,3,3,27,0
마더스콘,푸드인완주 마더쿠키,70,g,304,4,13,43,16
우리밀치즈쿠키,푸드인완주 마더쿠키,70,g,314,5,12,52,19
블루베리못난이쌀과자,맘스쌀과자,30,g,114.6,2,0,26,0
길쭉이 단호박 쌀과자,맘스쌀과자,30,g,116,2,0.9,25,0
길쭉이 사과 쌀과자,맘스쌀과자,30,g,122,3,1.1,25,0
길쭉이 양파 쌀과자,맘스쌀과자,30,g,117,2,1,25,1
길쭉이 현미 쌀과자,맘스쌀과자,30,g,118,2,1.1,25,0
양파두부꽈자,(주)소이빈델리,30,g,148.9,3.6,6.6,18.8,3.1
와따라면땅,(주)소이빈델리,35,g,192,4,11,19,4
양파두부과자,(주)소이빈델리,30,g,148.9,3.6,6.6,18.8,3.1
수제초코쌀쿠키,(주)쿠키라인,40,g,88.4,1.7,2,15.9,3.4
수제모카쌀쿠키,(주)쿠키라인,40,g,88.4,1.7,2,15.9,3.4
황말이전병,미담푸드,100,g,385,6,2,86,58.66
찰보리쿠키세트,보리담은,28,g,81,2,2.3,13,6
스위트펌킨쿠키,더업코리아(the up korea),35,g,185,1.5,14,14,6.5
초코칩아몬드,더업코리아(the up korea),35,g,190,1.5,14,13,7
코코베리,더업코리아(the up korea),35,g,180,1.5,14,13,5
블랙오트밀,더업코리아(the up korea),35,g,180,2,13,14,6.5
초코월넛,더업코리아(the up korea),35,g,175,4.5,9,18,3
아몬드비스코티,더업코리아(the up korea),35,g,170,4.5,7.5,21,4.8
찹쌀약과,성진식품,48,g,204,2,5,38,13
왕약과,성진식품,60,g,245,2,7,43,15
조청산자,성진식품,40,g,133,3,0,30,12
미니참깨스틱,㈜청우식품,31,g,140,3,3.6,24,6
우리밀로 만든 알파벳비스켓,㈜청우식품,50,g,245,4,10,35,8
보이차쫀득이,중앙 바이오(주),17.5,g,59,1,0,13,4
매울신쫀득이,중앙 바이오(주),17.5,g,61,1,0,13,5
말차쫀득이,중앙 바이오(주),17.5,g,60,1,0,13,5
믹스팝콘,㈜제이앤이 아산공장,30,g,140,2,6,20,5
오트밀 레이즌 쿠키,리치코리아 유한회사,38,g,160,2,6,25,12
록키로드 쿠키,리치코리아 유한회사,170,g,365,5,19,45,27
백년초꿀타래,세종푸드주식회사,35,g,140,1,1.8,30,11
녹차꿀타래,세종푸드주식회사,35,g,140,1,1.8,30,10
칼로리케어 곤약팝콘 오리지널,미래 농업회사법인 주식회사,20,g,60,1,0.3,16.9,0.1
칼로리케어 곤약팝콘 카라멜맛,미래 농업회사법인 주식회사,20,g,62,1,0.3,17.9,4.2
칼로리케어 곤약팝콘 치즈맛,미래 농업회사법인 주식회사,20,g,62,1,0.3,17.9,6.1
현미옹알이쌀과자,그린원푸드,30,g,115.75,2.29,0.71,25.04,0
백미떡쌀과자,그린원푸드,30,g,114.31,2.05,0.16,26.18,0
백미단호박떡쌀과자,그린원푸드,30,g,113.5,2.1,0.14,25.95,0
백미당근떡쌀과자,그린원푸드,30,g,117.8,2.27,0.14,26.86,0
백미시금치떡쌀과자,그린원푸드,30,g,118.55,2.38,0.09,27.04,0
